StationID,ActivityStartDate,ActivityStartTime/Time,organic_carbon_units,organic_carbon,Depth_m,Source
CW-016,3/1/2006,1:49:00 PM,mg/L,5.5,0.3,DHEC
CW-222,2/9/2006,11:35:00 AM,mg/L,3.9,0.3,DHEC
RS-06171,6/7/2006,11:06:00 AM,mg/L,6.9,0.3,DHEC
CW-072,3/9/2006,10:47:00 AM,mg/L,7.7,0.3,DHEC
CW-250,2/9/2006,10:10:00 AM,mg/L,4.2,0.3,DHEC
CW-235,3/1/2006,12:40:00 PM,mg/L,5.2,0.3,DHEC
CW-016,9/20/2006,2:00:00 PM,mg/L,6.7,0.3,DHEC
RL-06429,12/5/2006,10:11:00 AM,mg/L,4.6,0.3,DHEC
CW-145,12/5/2006,12:46:00 PM,mg/L,4.9,0.3,DHEC
CW-236,6/7/2006,11:30:00 AM,mg/L,7.4,0.3,DHEC
CW-236,9/21/2006,9:40:00 AM,mg/L,3.9,0.3,DHEC
CW-235,12/7/2006,11:43:00 AM,mg/L,5.4,0.3,DHEC
RL-06443,6/6/2006,11:03:00 AM,mg/L,4.6,0.3,DHEC
CW-234,3/9/2006,12:22:00 PM,mg/L,6.9,0.3,DHEC
CW-225,12/11/2006,2:06:00 PM,mg/L,3.3,0.3,DHEC
CW-057,12/28/2006,1:33:00 PM,mg/L,7.6,0.3,DHEC
CW-014,3/8/2006,10:19:00 AM,mg/L,2,0.3,DHEC
CL-089,5/25/2006,10:55:00 AM,mg/L,3.4,0.3,DHEC
CW-009,11/1/2006,12:38:00 PM,mg/L,4.9,0.3,DHEC
CW-237,5/25/2006,11:55:00 AM,mg/L,5,0.3,DHEC
CW-057,11/28/2006,1:11:00 PM,mg/L,4.1,0.3,DHEC
CW-072,12/7/2006,11:20:00 AM,mg/L,6.4,0.3,DHEC
CW-145,6/8/2006,2:40:00 PM,mg/L,5,0.3,DHEC
CW-017,12/7/2006,12:11:00 PM,mg/L,7.8,0.3,DHEC
CW-083,12/5/2006,12:00:00 PM,mg/L,4.7,0.3,DHEC
CW-235,6/7/2006,12:26:00 PM,mg/L,7.9,0.3,DHEC
CW-041,9/5/2006,12:37:00 PM,mg/L,3,0.3,DHEC
CW-072,9/21/2006,9:05:00 AM,mg/L,6.4,0.3,DHEC
RL-06429,6/6/2006,12:17:00 PM,mg/L,4.7,0.3,DHEC
CW-222,11/30/2006,10:55:00 AM,mg/L,8.4,0.3,DHEC
CW-041,6/8/2006,2:10:00 PM,mg/L,3.4,0.3,DHEC
CW-234,12/7/2006,9:20:00 AM,mg/L,5.4,0.3,DHEC
CW-237,2/2/2006,12:20:00 PM,mg/L,5.9,0.3,DHEC
CW-206,5/11/2006,10:15:00 AM,mg/L,4.7,0.3,DHEC
RL-06429,9/27/2006,11:37:00 AM,mg/L,5.1,0.3,DHEC
CW-014,12/11/2006,10:00:00 AM,mg/L,2.4,0.3,DHEC
CW-080,2/2/2006,10:30:00 AM,mg/L,4.6,0.3,DHEC
CW-021,5/25/2006,12:20:00 PM,mg/L,4.4,0.3,DHEC
CW-082,11/29/2006,12:25:00 PM,mg/L,9.5,0.3,DHEC
CW-072,6/7/2006,11:56:00 AM,mg/L,8.2,0.3,DHEC
CW-014,9/6/2006,9:04:00 AM,mg/L,2.5,0.3,DHEC
CW-166,2/2/2006,9:55:00 AM,mg/L,6.9,0.3,DHEC
CW-145,9/21/2006,12:40:00 PM,mg/L,5.6,0.3,DHEC
CW-082,2/2/2006,1:10:00 PM,mg/L,6.6,0.3,DHEC
CW-064,6/8/2006,10:07:00 AM,mg/L,9.6,0.3,DHEC
CW-235,9/21/2006,8:34:00 AM,mg/L,8.4,0.3,DHEC
CW-236,12/7/2006,10:34:00 AM,mg/L,3.3,0.3,DHEC
RS-06176,9/5/2006,1:14:00 PM,mg/L,4.5,0.3,DHEC
RL-06443,12/5/2006,10:30:00 AM,mg/L,3.9,0.3,DHEC
CW-079,2/2/2006,10:50:00 AM,mg/L,5.5,0.3,DHEC
CW-064,12/11/2006,10:46:00 AM,mg/L,6.5,0.3,DHEC
CW-234,9/20/2006,2:30:00 PM,mg/L,4.8,0.3,DHEC
CW-080,11/29/2006,9:50:00 AM,mg/L,7,0.3,DHEC
CW-234,6/7/2006,10:16:00 AM,mg/L,3.6,0.3,DHEC
RL-06431,12/5/2006,9:16:00 AM,mg/L,4.4,0.3,DHEC
CW-005,3/14/2007,11:09:00 AM,mg/L,4.9,0.3,DHEC
CW-185,9/4/2007,11:51:00 AM,mg/L,13,0.3,DHEC
CW-185,3/6/2007,12:20:00 PM,mg/L,11,0.3,DHEC
CW-131,9/4/2007,10:59:00 AM,mg/L,10,0.3,DHEC
CW-016,12/3/2007,10:32:00 AM,mg/L,8,0.3,DHEC
CW-207,2/15/2007,11:20:00 AM,mg/L,4.3,0.3,DHEC
CW-009,12/13/2007,11:01:00 AM,mg/L,4,0.3,DHEC
CW-009,3/13/2007,11:06:00 AM,mg/L,4.3,0.3,DHEC
CW-223,2/14/2007,1:20:00 PM,mg/L,6.5,0.3,DHEC
CW-047,3/6/2007,11:50:00 AM,mg/L,16,0.3,DHEC
CW-154,8/16/2007,9:45:00 AM,mg/L,5.9,0.3,DHEC
CW-206,2/22/2007,9:40:00 AM,mg/L,3.4,0.3,DHEC
CW-008,9/18/2007,10:09:00 AM,mg/L,6.9,0.3,DHEC
CW-064,3/27/2007,11:23:00 AM,mg/L,11,0.3,DHEC
CW-174,9/20/2007,10:24:00 AM,mg/L,4.5,0.3,DHEC
CW-237,5/1/2007,10:40:00 AM,mg/L,7.1,0.3,DHEC
CW-082,5/1/2007,11:45:00 AM,mg/L,15,0.3,DHEC
CW-006,6/25/2007,11:37:00 AM,mg/L,9.2,0.3,DHEC
CW-088,6/20/2007,2:03:00 PM,mg/L,19,0.3,DHEC
CW-145,9/5/2007,8:40:00 AM,mg/L,7.7,0.3,DHEC
CW-240,2/22/2007,9:25:00 AM,mg/L,4.2,0.3,DHEC
CW-016F,6/26/2007,10:00:00 AM,mg/L,7.4,0.3,DHEC
CW-166,8/16/2007,10:20:00 AM,mg/L,6.1,0.3,DHEC
CW-029,3/14/2007,9:46:00 AM,mg/L,3.3,0.3,DHEC
CW-203,6/14/2007,11:51:00 AM,mg/L,9.3,0.3,DHEC
CW-225,6/25/2007,11:13:00 AM,mg/L,6.2,0.3,DHEC
CW-223,8/21/2007,10:10:00 AM,mg/L,3.9,0.3,DHEC
CW-206,5/24/2007,10:15:00 AM,mg/L,4.1,0.3,DHEC
CW-011,9/12/2007,11:39:00 AM,mg/L,5,0.3,DHEC
CW-080,5/30/2007,10:10:00 AM,mg/L,5.6,0.3,DHEC
CW-235,3/7/2007,2:00:00 PM,mg/L,5.5,0.3,DHEC
CW-231,6/26/2007,1:09:00 PM,mg/L,9,0.3,DHEC
CW-021,5/1/2007,10:10:00 AM,mg/L,8.8,0.3,DHEC
CW-228,8/1/2007,10:25:00 AM,mg/L,6.5,0.3,DHEC
CW-222,5/24/2007,11:05:00 AM,mg/L,7.8,0.3,DHEC
CW-088,3/20/2007,9:42:00 AM,mg/L,6.6,0.3,DHEC
CW-175,12/27/2007,12:59:00 PM,mg/L,6.2,0.3,DHEC
CL-089,2/15/2007,12:30:00 PM,mg/L,4,0.3,DHEC
CW-047,6/5/2007,10:43:00 AM,mg/L,8.5,0.3,DHEC
CW-208,2/15/2007,10:35:00 AM,mg/L,7.6,0.3,DHEC
CW-009,9/5/2007,11:00:00 AM,mg/L,3.8,0.3,DHEC
CW-096,6/25/2007,12:05:00 PM,mg/L,7.3,0.3,DHEC
CW-016,9/18/2007,9:13:00 AM,mg/L,6.8,0.3,DHEC
CW-014,9/5/2007,10:04:00 AM,mg/L,3.9,0.3,DHEC
CW-017,3/7/2007,2:35:00 PM,mg/L,12,0.3,DHEC
CW-236,12/3/2007,11:45:00 AM,mg/L,9.7,0.3,DHEC
CW-011,6/19/2007,11:12:00 AM,mg/L,10,0.3,DHEC
CW-064,12/13/2007,1:37:00 PM,mg/L,14,0.3,DHEC
RL-07003,6/26/2007,12:27:00 PM,mg/L,10,0.3,DHEC
CW-021,2/13/2007,12:30:00 PM,mg/L,5.2,0.3,DHEC
RS-07043,3/6/2007,10:50:00 AM,mg/L,7,0.3,DHEC
CW-036,3/27/2007,12:20:00 PM,mg/L,6.1,0.3,DHEC
CW-166,2/5/2007,10:00:00 AM,mg/L,6.9,0.3,DHEC
CW-029,9/26/2007,10:05:00 AM,mg/L,8.5,0.3,DHEC
CL-021,6/13/2007,11:02:00 AM,mg/L,9.7,0.3,DHEC
CW-072,3/7/2007,12:44:00 PM,mg/L,8.1,0.3,DHEC
CW-208,11/27/2007,9:30:00 AM,mg/L,5,0.3,DHEC
CW-019,5/30/2007,11:08:00 AM,mg/L,6.1,0.3,DHEC
CW-002,3/20/2007,9:30:00 AM,mg/L,7.4,0.3,DHEC
CW-002,6/20/2007,9:09:00 AM,mg/L,18,0.3,DHEC
CW-185,6/5/2007,11:09:00 AM,mg/L,7.2,0.3,DHEC
CW-064,6/19/2007,10:32:00 AM,mg/L,16,0.3,DHEC
CW-016,6/12/2007,9:21:00 AM,mg/L,6.7,0.3,DHEC
CW-083,9/12/2007,9:15:00 AM,mg/L,7.7,0.3,DHEC
CW-040,9/18/2007,12:03:00 PM,mg/L,10,0.3,DHEC
CW-036,6/19/2007,1:09:00 PM,mg/L,14,0.3,DHEC
CW-029,6/25/2007,10:25:00 AM,mg/L,7.8,0.3,DHEC
CW-033,6/26/2007,11:11:00 AM,mg/L,9,0.3,DHEC
CW-036,9/12/2007,9:46:00 AM,mg/L,8.3,0.3,DHEC
CW-017,6/12/2007,12:04:00 PM,mg/L,9.9,0.3,DHEC
RL-06429,12/27/2007,1:12:00 PM,mg/L,6.7,0.3,DHEC
CW-033,12/27/2007,12:48:00 PM,mg/L,6.9,0.3,DHEC
CW-231,9/20/2007,9:45:00 AM,mg/L,5.3,0.3,DHEC
CL-089,5/17/2007,12:05:00 PM,mg/L,5.2,0.3,DHEC
CW-057,9/13/2007,11:34:00 AM,mg/L,5.5,0.3,DHEC
CW-033,9/20/2007,10:45:00 AM,mg/L,5,0.3,DHEC
CW-224,12/13/2007,11:30:00 AM,mg/L,6.5,0.3,DHEC
CW-096,3/20/2007,10:11:00 AM,mg/L,4.2,0.3,DHEC
CW-250,8/9/2007,9:55:00 AM,mg/L,4.8,0.3,DHEC
CW-019,2/5/2007,10:30:00 AM,mg/L,3.7,0.3,DHEC
CW-079,8/16/2007,11:15:00 AM,mg/L,6.4,0.3,DHEC
CW-234,3/7/2007,10:03:00 AM,mg/L,8.2,0.3,DHEC
CL-021,12/27/2007,9:34:00 AM,mg/L,9.3,0.3,DHEC
CW-208,5/17/2007,10:30:00 AM,mg/L,6.1,0.3,DHEC
CW-017,9/18/2007,2:23:00 PM,mg/L,9.5,0.3,DHEC
RS-07208,12/13/2007,10:14:00 AM,mg/L,3.5,0.3,DHEC
CW-233,9/18/2007,10:53:00 AM,mg/L,5.7,0.3,DHEC
CW-155,5/30/2007,9:40:00 AM,mg/L,8.9,0.3,DHEC
CW-250,2/22/2007,9:10:00 AM,mg/L,5.2,0.3,DHEC
CW-176,6/19/2007,10:03:00 AM,mg/L,13,0.3,DHEC
CW-224,6/25/2007,11:50:00 AM,mg/L,7.1,0.3,DHEC
CW-145,12/13/2007,9:00:00 AM,mg/L,8,0.3,DHEC
CW-013,6/19/2007,10:53:00 AM,mg/L,14,0.3,DHEC
CW-233,6/12/2007,9:56:00 AM,mg/L,7,0.3,DHEC
CW-209,11/27/2007,10:30:00 AM,mg/L,6.3,0.3,DHEC
RL-07003,12/27/2007,1:29:00 PM,mg/L,6.1,0.3,DHEC
CW-016F,3/15/2007,11:07:00 AM,mg/L,7.4,0.3,DHEC
CW-174,3/29/2007,11:07:00 AM,mg/L,4.9,0.3,DHEC
RS-07059,3/29/2007,3:00:00 PM,mg/L,2.9,0.3,DHEC
CW-250,5/24/2007,9:40:00 AM,mg/L,4.2,0.3,DHEC
RL-07003,3/29/2007,11:20:00 AM,mg/L,5.1,0.3,DHEC
CW-047,9/4/2007,11:27:00 AM,mg/L,10,0.3,DHEC
CW-080,11/6/2007,12:15:00 PM,mg/L,4.9,0.3,DHEC
CW-232,6/5/2007,11:58:00 AM,mg/L,9.6,0.3,DHEC
CW-240,8/9/2007,10:10:00 AM,mg/L,4.1,0.3,DHEC
CW-002,12/10/2007,9:59:00 AM,mg/L,17,0.3,DHEC
CW-154,2/5/2007,9:12:00 AM,mg/L,6.3,0.3,DHEC
CW-229,2/15/2007,9:45:00 AM,mg/L,5.4,0.3,DHEC
CW-005,12/13/2007,10:31:00 AM,mg/L,6,0.3,DHEC
CW-232,9/4/2007,1:40:00 PM,mg/L,9.4,0.3,DHEC
CW-174,12/27/2007,12:50:00 PM,mg/L,6.6,0.3,DHEC
CW-233,3/7/2007,10:33:00 AM,mg/L,6.6,0.3,DHEC
CW-236,6/12/2007,10:23:00 AM,mg/L,11,0.3,DHEC
CW-021,11/7/2007,12:15:00 PM,mg/L,6.3,0.3,DHEC
CW-057,6/13/2007,9:25:00 AM,mg/L,8.5,0.3,DHEC
CW-014,12/13/2007,10:14:00 AM,mg/L,3.5,0.3,DHEC
CW-223,11/7/2007,11:55:00 AM,mg/L,4.8,0.3,DHEC
CW-019,8/16/2007,11:35:00 AM,mg/L,4.5,0.3,DHEC
RL-06429,6/26/2007,11:25:00 AM,mg/L,8.8,0.3,DHEC
CW-016F,12/27/2007,10:30:00 AM,mg/L,7.4,0.3,DHEC
CW-229,5/17/2007,9:20:00 AM,mg/L,6.9,0.3,DHEC
CW-080,8/16/2007,10:45:00 AM,mg/L,5.4,0.3,DHEC
CW-029,12/13/2007,9:51:00 AM,mg/L,7.2,0.3,DHEC
CW-013,3/27/2007,11:00:00 AM,mg/L,6.2,0.3,DHEC
CW-234,6/12/2007,11:30:00 AM,mg/L,6.4,0.3,DHEC
CW-236,3/7/2007,10:53:00 AM,mg/L,5.7,0.3,DHEC
RS-07208,3/14/2007,10:38:00 AM,mg/L,3.6,0.3,DHEC
CW-203,9/5/2007,10:39:00 AM,mg/L,5.7,0.3,DHEC
CW-224,3/20/2007,10:38:00 AM,mg/L,3.8,0.3,DHEC
CW-079,11/6/2007,1:00:00 PM,mg/L,7.1,0.3,DHEC
CW-212,3/14/2007,9:18:00 AM,mg/L,4.3,0.3,DHEC
RS-07208,6/25/2007,10:45:00 AM,mg/L,7.4,0.3,DHEC
CW-083,3/27/2007,12:45:00 PM,mg/L,4.5,0.3,DHEC
CW-221,6/14/2007,11:25:00 AM,mg/L,5.5,0.3,DHEC
CW-203,3/13/2007,10:49:00 AM,mg/L,3.2,0.3,DHEC
CW-082,2/14/2007,12:30:00 PM,mg/L,8.6,0.3,DHEC
CW-154,5/30/2007,9:20:00 AM,mg/L,7.5,0.3,DHEC
CW-013,12/13/2007,2:00:00 PM,mg/L,11,0.3,DHEC
CW-080,2/5/2007,10:40:00 AM,mg/L,5.8,0.3,DHEC
CW-224,9/26/2007,11:53:00 AM,mg/L,9.1,0.3,DHEC
CW-145,6/14/2007,9:14:00 AM,mg/L,14,0.3,DHEC
CW-227,3/13/2007,9:13:00 AM,mg/L,7.5,0.3,DHEC
CW-207,5/17/2007,11:00:00 AM,mg/L,5.2,0.3,DHEC
CW-221,3/13/2007,9:49:00 AM,mg/L,3.4,0.3,DHEC
CW-057,12/27/2007,11:29:00 AM,mg/L,7.2,0.3,DHEC
RL-06429,3/29/2007,10:50:00 AM,mg/L,5.3,0.3,DHEC
CW-234,9/18/2007,9:45:00 AM,mg/L,4.7,0.3,DHEC
CW-207,11/27/2007,10:10:00 AM,mg/L,5.1,0.3,DHEC
CW-208,8/1/2007,11:05:00 AM,mg/L,6,0.3,DHEC
CL-021,9/13/2007,10:03:00 AM,mg/L,8.9,0.3,DHEC
CW-223,5/1/2007,11:10:00 AM,mg/L,4.5,0.3,DHEC
CW-079,5/30/2007,10:40:00 AM,mg/L,8.4,0.3,DHEC
RS-07059,6/12/2007,1:13:00 PM,mg/L,4.8,0.3,DHEC
CW-240,11/1/2007,10:15:00 AM,mg/L,5.7,0.3,DHEC
CW-036,12/13/2007,12:38:00 PM,mg/L,11,0.3,DHEC
CW-209,8/1/2007,11:35:00 AM,mg/L,5.7,0.3,DHEC
CW-013,9/12/2007,11:16:00 AM,mg/L,8,0.3,DHEC
CW-166,11/6/2007,11:40:00 AM,mg/L,5.3,0.3,DHEC
RS-07043,6/6/2007,10:48:00 AM,mg/L,6.7,0.3,DHEC
CW-222,2/22/2007,10:40:00 AM,mg/L,4.1,0.3,DHEC
CW-222,11/1/2007,11:25:00 AM,mg/L,11,0.3,DHEC
CW-151,3/6/2007,11:16:00 AM,mg/L,14,0.3,DHEC
CW-021,8/21/2007,10:30:00 AM,mg/L,6,0.3,DHEC
CW-237,2/13/2007,1:00:00 PM,mg/L,3.9,0.3,DHEC
CW-212,6/25/2007,10:02:00 AM,mg/L,10,0.3,DHEC
CW-231,3/29/2007,9:30:00 AM,mg/L,5.1,0.3,DHEC
CW-131,6/5/2007,11:40:00 AM,mg/L,7.7,0.3,DHEC
CW-174,6/26/2007,12:00:00 PM,mg/L,8.7,0.3,DHEC
CW-222,8/9/2007,11:30:00 AM,mg/L,5.5,0.3,DHEC
CW-155,11/6/2007,11:15:00 AM,mg/L,6.9,0.3,DHEC
CL-089,11/27/2007,10:45:00 AM,mg/L,16,0.3,DHEC
CW-176,3/27/2007,11:54:00 AM,mg/L,4.3,0.3,DHEC
CW-225,9/26/2007,11:15:00 AM,mg/L,10,0.3,DHEC
CW-040,3/7/2007,1:25:00 PM,mg/L,5.2,0.3,DHEC
CW-225,3/14/2007,11:40:00 AM,mg/L,4.2,0.3,DHEC
CW-231,12/27/2007,12:14:00 PM,mg/L,6.1,0.3,DHEC
CW-209,2/15/2007,12:15:00 PM,mg/L,4.2,0.3,DHEC
CW-005,9/26/2007,10:37:00 AM,mg/L,10,0.3,DHEC
CW-250,11/1/2007,10:00:00 AM,mg/L,5.1,0.3,DHEC
CW-206,8/9/2007,10:30:00 AM,mg/L,4.4,0.3,DHEC
RL-07003,9/20/2007,10:53:00 AM,mg/L,5.3,0.3,DHEC
CW-155,8/16/2007,10:00:00 AM,mg/L,5.6,0.3,DHEC
CW-008,3/7/2007,9:40:00 AM,mg/L,5.4,0.3,DHEC
CW-011,12/13/2007,2:25:00 PM,mg/L,6.5,0.3,DHEC
CW-175,3/29/2007,11:00:00 AM,mg/L,3.4,0.3,DHEC
CW-233,12/3/2007,11:24:00 AM,mg/L,9.6,0.3,DHEC
RS-07059,9/5/2007,1:33:00 PM,mg/L,3.9,0.3,DHEC
CW-207,8/1/2007,11:20:00 AM,mg/L,5.5,0.3,DHEC
CW-033,3/29/2007,10:37:00 AM,mg/L,5.3,0.3,DHEC
CW-240,5/24/2007,9:55:00 AM,mg/L,3.9,0.3,DHEC
CW-227,6/14/2007,10:00:00 AM,mg/L,9.8,0.3,DHEC
CW-008,6/12/2007,11:05:00 AM,mg/L,7,0.3,DHEC
CW-072,6/6/2007,12:23:00 PM,mg/L,4,0.3,DHEC
CW-009,6/14/2007,12:11:00 PM,mg/L,7.1,0.3,DHEC
CW-176,12/13/2007,1:10:00 PM,mg/L,9.6,0.3,DHEC
RS-07043,9/4/2007,10:14:00 AM,mg/L,21,0.3,DHEC
CW-209,5/17/2007,11:30:00 AM,mg/L,5.6,0.3,DHEC
RS-07059,12/4/2007,1:43:00 PM,mg/L,3.4,0.3,DHEC
CW-175,6/26/2007,11:38:00 AM,mg/L,8.8,0.3,DHEC
CW-083,12/13/2007,12:10:00 PM,mg/L,13,0.3,DHEC
CW-237,11/7/2007,11:30:00 AM,mg/L,8.4,0.3,DHEC
CW-228,5/17/2007,9:40:00 AM,mg/L,6,0.3,DHEC
CW-040,6/6/2007,12:50:00 PM,mg/L,8,0.3,DHEC
RL-06429,9/20/2007,10:35:00 AM,mg/L,4.7,0.3,DHEC
CW-228,2/15/2007,10:05:00 AM,mg/L,8.5,0.3,DHEC
CW-166,5/30/2007,11:40:00 AM,mg/L,7,0.3,DHEC
CW-221,9/5/2007,9:39:00 AM,mg/L,4.2,0.3,DHEC
CW-236,9/18/2007,11:16:00 AM,mg/L,5.3,0.3,DHEC
CW-014,6/14/2007,10:58:00 AM,mg/L,4.8,0.3,DHEC
CW-131,3/6/2007,12:50:00 PM,mg/L,13,0.3,DHEC
CW-237,8/21/2007,9:45:00 AM,mg/L,8.2,0.3,DHEC
CW-221,12/13/2007,11:23:00 AM,mg/L,7.6,0.3,DHEC
CW-079,2/5/2007,11:05:00 AM,mg/L,5.3,0.3,DHEC
CW-145,3/13/2007,1:18:00 PM,mg/L,4.1,0.3,DHEC
CW-083,6/19/2007,9:23:00 AM,mg/L,8.2,0.3,DHEC
CW-005,6/25/2007,12:43:00 PM,mg/L,8.2,0.3,DHEC
CW-011,3/27/2007,10:40:00 AM,mg/L,3.8,0.3,DHEC
CW-155,2/5/2007,9:33:00 AM,mg/L,7.6,0.3,DHEC
CW-206,11/1/2007,10:35:00 AM,mg/L,8.2,0.3,DHEC
CW-203,12/13/2007,10:42:00 AM,mg/L,7.3,0.3,DHEC
CW-175,9/20/2007,10:28:00 AM,mg/L,4.6,0.3,DHEC
CW-016,3/7/2007,9:00:00 AM,mg/L,3.3,0.3,DHEC
CL-089,8/1/2007,11:55:00 AM,mg/L,5.6,0.3,DHEC
CW-006,3/20/2007,10:56:00 AM,mg/L,4.2,0.3,DHEC
CW-019,11/6/2007,1:35:00 PM,mg/L,8.9,0.3,DHEC
CL-021,3/15/2007,9:58:00 AM,mg/L,6.5,0.3,DHEC
CW-232,3/6/2007,1:20:00 PM,mg/L,7.8,0.3,DHEC
CW-096,12/13/2007,11:52:00 AM,mg/L,3.7,0.3,DHEC
CW-154,11/6/2007,10:50:00 AM,mg/L,4.7,0.3,DHEC
CW-057,3/15/2007,12:55:00 PM,mg/L,4.9,0.3,DHEC
CW-064,9/12/2007,10:41:00 AM,mg/L,8.7,0.3,DHEC
CW-145,12/4/2008,9:30:00 AM,mg/L,8.8,0.3,DHEC
CW-145,3/17/2008,10:10:00 AM,mg/L,14,0.3,DHEC
CW-237,2/12/2008,10:55:00 AM,mg/L,5.9,0.3,DHEC
CW-233,9/10/2008,10:50:00 AM,mg/L,5.2,0.3,DHEC
CW-064,6/17/2008,10:32:00 AM,mg/L,16,0.3,DHEC
CW-079,11/6/2008,10:40:00 AM,mg/L,4.4,0.3,DHEC
RL-08062,3/26/2008,11:48:00 AM,mg/L,8.8,0.3,DHEC
RL-08046,3/26/2008,12:54:00 PM,mg/L,8.5,0.3,DHEC
CW-233,6/4/2008,10:33:00 AM,mg/L,7.3,0.3,DHEC
CW-206,11/25/2008,10:40:00 AM,mg/L,4.7,0.3,DHEC
CW-072,6/4/2008,11:28:00 AM,mg/L,5.5,0.3,DHEC
CW-079,2/7/2008,10:10:00 AM,mg/L,6.2,0.3,DHEC
RL-01007,12/29/2008,12:35:00 PM,mg/L,4.8,0.3,DHEC
CW-222,8/14/2008,10:45:00 AM,mg/L,6.7,0.3,DHEC
CW-250,5/15/2008,10:20:00 AM,mg/L,6.7,0.3,DHEC
CW-222,5/15/2008,11:30:00 AM,mg/L,10,0.3,DHEC
CW-036,3/17/2008,11:14:00 AM,mg/L,6,0.3,DHEC
CW-016,3/18/2008,8:28:00 AM,mg/L,11,0.3,DHEC
CW-236,12/18/2008,11:00:00 AM,mg/L,5.7,0.3,DHEC
CW-021,8/7/2008,10:00:00 AM,mg/L,6.1,0.3,DHEC
CW-083,3/17/2008,10:32:00 AM,mg/L,10,0.3,DHEC
CW-222,2/14/2008,11:25:00 AM,mg/L,8,0.3,DHEC
CW-234,6/4/2008,10:06:00 AM,mg/L,6.1,0.3,DHEC
CW-016,9/10/2008,9:23:00 AM,mg/L,4.9,0.3,DHEC
RL-08035,11/6/2008,11:50:00 AM,mg/L,4.5,0.3,DHEC
CW-072,3/18/2008,10:26:00 AM,mg/L,9.3,0.3,DHEC
CL-089,8/27/2008,10:25:00 AM,mg/L,4.6,0.3,DHEC
CW-080,11/6/2008,10:00:00 AM,mg/L,5,0.3,DHEC
CW-222,11/25/2008,11:35:00 AM,mg/L,5.6,0.3,DHEC
CW-233,3/18/2008,9:37:00 AM,mg/L,6.9,0.3,DHEC
CW-206,2/14/2008,10:20:00 AM,mg/L,4.9,0.3,DHEC
CW-064,12/4/2008,11:10:00 AM,mg/L,7.2,0.3,DHEC
CW-166,2/12/2008,10:15:00 AM,mg/L,6.4,0.3,DHEC
CW-234,9/10/2008,9:46:00 AM,mg/L,6.6,0.3,DHEC
CW-233,12/18/2008,10:31:00 AM,mg/L,5.3,0.3,DHEC
CW-014,9/2/2008,12:44:00 PM,mg/L,3.6,0.3,DHEC
CL-089,5/27/2008,10:20:00 AM,mg/L,9.1,0.3,DHEC
CW-145,6/17/2008,8:50:00 AM,mg/L,13,0.3,DHEC
RL-08046,6/12/2008,11:33:00 AM,mg/L,7.4,0.3,DHEC
RL-01007,9/29/2008,11:41:00 AM,mg/L,4.5,0.3,DHEC
CW-231,3/26/2008,2:12:00 PM,mg/L,8.6,0.3,DHEC
CW-064,3/17/2008,12:12:00 PM,mg/L,7,0.3,DHEC
CW-083,12/4/2008,9:56:00 AM,mg/L,7.5,0.3,DHEC
CW-036,12/4/2008,10:30:00 AM,mg/L,5.3,0.3,DHEC
CW-206,8/14/2008,10:00:00 AM,mg/L,6.7,0.3,DHEC
CW-236,9/10/2008,11:19:00 AM,mg/L,6.3,0.3,DHEC
RL-08035,8/27/2008,11:20:00 AM,mg/L,6.8,0.3,DHEC
RL-08035,5/27/2008,11:25:00 AM,mg/L,10,0.3,DHEC
CW-234,3/18/2008,8:57:00 AM,mg/L,8,0.3,DHEC
CW-057,12/29/2008,10:40:00 AM,mg/L,5.5,0.3,DHEC
RS-08073,2/7/2008,12:40:00 PM,mg/L,6.8,0.3,DHEC
CW-014,12/4/2008,12:10:00 PM,mg/L,2.3,0.3,DHEC
CW-082,5/21/2008,12:55:00 PM,mg/L,16,0.3,DHEC
CW-083,9/2/2008,10:31:00 AM,mg/L,10,0.3,DHEC
CW-083,6/17/2008,9:15:00 AM,mg/L,13,0.3,DHEC
RL-01007,3/26/2008,1:12:00 PM,mg/L,9.2,0.3,DHEC
CW-231,6/12/2008,12:39:00 PM,mg/L,6.7,0.3,DHEC
CW-021,11/4/2008,11:50:00 AM,mg/L,4.8,0.3,DHEC
CW-014,3/17/2008,12:56:00 PM,mg/L,3,0.3,DHEC
RS-08073,11/6/2008,12:30:00 PM,mg/L,5.2,0.3,DHEC
CW-225,9/2/2008,1:35:00 PM,mg/L,8.5,0.3,DHEC
CW-236,6/4/2008,11:02:00 AM,mg/L,7.2,0.3,DHEC
CW-014,6/17/2008,11:14:00 AM,mg/L,4.4,0.3,DHEC
CW-016,6/4/2008,9:41:00 AM,mg/L,7.5,0.3,DHEC
CW-064,9/2/2008,12:00:00 PM,mg/L,9,0.3,DHEC
CW-017,3/18/2008,11:45:00 AM,mg/L,14,0.3,DHEC
CL-089,2/7/2008,11:15:00 AM,mg/L,7,0.3,DHEC
RL-08035,2/7/2008,11:55:00 AM,mg/L,9.1,0.3,DHEC
CW-080,8/27/2008,9:45:00 AM,mg/L,6.7,0.3,DHEC
CW-036,6/17/2008,9:47:00 AM,mg/L,8.9,0.3,DHEC
CW-057,6/12/2008,9:45:00 AM,mg/L,7.8,0.3,DHEC
RL-08062,6/12/2008,10:29:00 AM,mg/L,7.4,0.3,DHEC
CW-082,11/4/2008,12:10:00 PM,mg/L,8.6,0.3,DHEC
CW-225,3/17/2008,1:41:00 PM,mg/L,5.3,0.3,DHEC
