StationID,ActivityStartDate,ActivityStartTime/Time,NitrateNitrite_units,NitrateNitrite,Depth_m,Source
CW-072,1/22/2015,1:12:00 PM,mg/L,0.095,0.3,DHEC
CW-231,8/13/2015,12:57:00 PM,mg/L,0.86,0.3,DHEC
RL-15104,12/9/2015,11:10:00 AM,mg/L,0.52,0.3,DHEC
CW-072,2/19/2015,1:04:00 PM,mg/L,0.041,0.3,DHEC
CW-207,1/22/2015,11:26:00 AM,mg/L,0.61,0.3,DHEC
CW-041,6/2/2015,9:40:00 AM,mg/L,1.8,0.3,DHEC
RL-15104,7/15/2015,12:30:00 PM,mg/L,0.48,0.3,DHEC
CW-222,8/26/2015,12:05:00 PM,mg/L,0.27,0.3,DHEC
CW-033,9/30/2015,10:50:00 AM,mg/L,1,0.3,DHEC
RL-15007,8/13/2015,12:42:00 PM,mg/L,0.84,0.3,DHEC
RL-15023,9/29/2015,10:06:00 AM,mg/L,1.7,0.3,DHEC
CW-207,9/17/2015,11:35:00 AM,mg/L,0.085,0.3,DHEC
CW-207,3/18/2015,11:17:00 AM,mg/L,0.62,0.3,DHEC
RL-15023,1/20/2015,12:38:00 PM,mg/L,0.65,0.3,DHEC
RL-15108,2/25/2015,12:31:00 PM,mg/L,0.86,0.3,DHEC
CW-014,8/4/2015,11:11:00 AM,mg/L,0.16,0.3,DHEC
RS-15254,5/26/2015,9:47:00 AM,mg/L,0.44,0.3,DHEC
RL-15007,11/19/2015,12:38:00 PM,mg/L,0.38,0.3,DHEC
CW-033,4/13/2015,1:27:00 PM,mg/L,0.85,0.3,DHEC
RL-15104,6/25/2015,10:20:00 AM,mg/L,0.58,0.3,DHEC
CW-057,6/23/2015,10:41:00 AM,mg/L,0.58,0.3,DHEC
CW-033,8/20/2015,10:25:00 AM,mg/L,0.71,0.3,DHEC
RL-15007,3/18/2015,12:21:00 PM,mg/L,0.92,0.3,DHEC
CW-174,9/30/2015,11:05:00 AM,mg/L,1.4,0.3,DHEC
CL-089,5/21/2015,9:45:00 AM,mg/L,0.21,0.3,DHEC
CW-072,5/21/2015,12:25:00 PM,mg/L,5.8,0.3,DHEC
RL-15023,3/25/2015,11:10:00 AM,mg/L,1.4,0.3,DHEC
CW-033,7/15/2015,12:48:00 PM,mg/L,0.62,0.3,DHEC
CW-231,2/19/2015,1:44:00 PM,mg/L,0.99,0.3,DHEC
CW-233,8/5/2015,1:54:00 PM,mg/L,0.27,0.3,DHEC
RS-15248,10/7/2015,9:30:00 AM,mg/L,0.45,0.3,DHEC
CW-083,10/8/2015,10:15:00 AM,mg/L,0.92,0.3,DHEC
RS-15254,9/24/2015,10:15:00 AM,mg/L,0.29,0.3,DHEC
RS-15284,11/4/2015,9:22:00 AM,mg/L,0.48,0.3,DHEC
CW-016,7/14/2015,10:35:00 AM,mg/L,0.69,0.3,DHEC
CW-017,2/23/2015,2:42:00 PM,mg/L,0.16,0.3,DHEC
CW-033,12/9/2015,11:21:00 AM,mg/L,0.53,0.3,DHEC
CW-019,9/17/2015,10:02:00 AM,mg/L,0.18,0.3,DHEC
CL-089,4/16/2015,10:20:00 AM,mg/L,0.5,0.3,DHEC
CW-033,6/25/2015,9:50:00 AM,mg/L,0.69,0.3,DHEC
RS-15254,6/25/2015,10:06:00 AM,mg/L,0.2,0.3,DHEC
CW-019,5/21/2015,9:10:00 AM,mg/L,0.41,0.3,DHEC
CW-207,11/19/2015,11:09:00 AM,mg/L,0.32,0.3,DHEC
CW-222,2/25/2015,11:40:00 AM,mg/L,1.7,0.3,DHEC
CW-017,4/30/2015,1:50:00 PM,mg/L,0.17,0.3,DHEC
CW-207,2/19/2015,11:20:00 AM,mg/L,0.66,0.3,DHEC
RL-15023,11/17/2015,10:20:00 AM,mg/L,0.7,0.3,DHEC
CW-236,4/8/2015,1:00:00 PM,mg/L,0.052,0.3,DHEC
CW-174,4/13/2015,1:10:00 PM,mg/L,0.94,0.3,DHEC
CW-057,3/3/2015,10:33:00 AM,mg/L,0.79,0.3,DHEC
RL-15007,7/23/2015,12:31:00 PM,mg/L,0.64,0.3,DHEC
CW-057,1/20/2015,12:51:00 PM,mg/L,0.77,0.3,DHEC
CW-174,12/9/2015,10:50:00 AM,mg/L,0.51,0.3,DHEC
CW-083,8/4/2015,9:40:00 AM,mg/L,1.4,0.3,DHEC
RS-15248,11/3/2015,9:00:00 AM,mg/L,0.14,0.3,DHEC
RS-15254,2/25/2015,10:44:00 AM,mg/L,0.44,0.3,DHEC
RS-15284,2/23/2015,11:10:00 AM,mg/L,0.37,0.3,DHEC
RL-15108,1/21/2015,1:27:00 PM,mg/L,0.69,0.3,DHEC
RS-15254,10/29/2015,10:24:00 AM,mg/L,0.18,0.3,DHEC
CW-207,10/22/2015,11:50:00 AM,mg/L,0.58,0.3,DHEC
CW-236,12/2/2015,1:30:00 PM,mg/L,0.23,0.3,DHEC
CW-014,2/24/2015,1:30:00 PM,mg/L,0.75,0.3,DHEC
CW-236,10/7/2015,1:41:00 PM,mg/L,0.29,0.3,DHEC
CW-057,4/13/2015,11:06:00 AM,mg/L,1,0.3,DHEC
RS-15248,12/2/2015,9:30:00 AM,mg/L,0.53,0.3,DHEC
RL-15007,5/21/2015,11:44:00 AM,mg/L,0.88,0.3,DHEC
CL-089,9/17/2015,10:35:00 AM,mg/L,0.094,0.3,DHEC
CW-174,11/30/2015,10:51:00 AM,mg/L,0.51,0.3,DHEC
CW-057,8/20/2015,12:09:00 PM,mg/L,0.78,0.3,DHEC
RL-15104,2/25/2015,3:15:00 PM,mg/L,0.92,0.3,DHEC
CW-036,8/4/2015,10:45:00 AM,mg/L,15,0.3,DHEC
CW-019,7/23/2015,9:59:00 AM,mg/L,0.19,0.3,DHEC
RL-15104,11/30/2015,10:20:00 AM,mg/L,0.52,0.3,DHEC
CW-174,5/27/2015,12:00:00 PM,mg/L,0.94,0.3,DHEC
RL-15007,9/17/2015,12:31:00 PM,mg/L,1.1,0.3,DHEC
RL-15023,6/23/2015,11:10:00 AM,mg/L,0.6,0.3,DHEC
CL-089,3/18/2015,10:07:00 AM,mg/L,0.56,0.3,DHEC
CW-072,10/22/2015,1:03:00 PM,mg/L,0.02,0.3,DHEC
CW-033,2/25/2015,2:50:00 PM,mg/L,0.89,0.3,DHEC
CW-041,4/1/2015,9:20:00 AM,mg/L,2,0.3,DHEC
RL-15007,1/22/2015,12:32:00 PM,mg/L,0.66,0.3,DHEC
RL-15023,5/14/2015,12:07:00 PM,mg/L,0.89,0.3,DHEC
RS-15284,12/2/2015,10:25:00 AM,mg/L,0.42,0.3,DHEC
CW-174,2/25/2015,1:37:00 PM,mg/L,0.86,0.3,DHEC
RL-15023,8/20/2015,11:43:00 AM,mg/L,1.1,0.3,DHEC
RL-15023,3/3/2015,10:07:00 AM,mg/L,0.76,0.3,DHEC
RS-15248,3/25/2015,12:41:00 PM,mg/L,0.067,0.3,DHEC
CW-041,8/4/2015,9:09:00 AM,mg/L,1.8,0.3,DHEC
RS-15284,1/15/2015,10:12:00 AM,mg/L,0.68,0.3,DHEC
CW-016,11/17/2015,10:55:00 AM,mg/L,0.68,0.3,DHEC
RS-15254,3/24/2015,9:57:00 AM,mg/L,0.38,0.3,DHEC
RL-15104,1/21/2015,11:30:00 AM,mg/L,0.64,0.3,DHEC
RS-15284,4/8/2015,10:47:00 AM,mg/L,0.075,0.3,DHEC
RS-15254,8/26/2015,10:51:00 AM,mg/L,0.26,0.3,DHEC
RS-15248,4/8/2015,9:36:00 AM,mg/L,0.027,0.3,DHEC
RS-15248,2/23/2015,10:11:00 AM,mg/L,0.16,0.3,DHEC
CW-083,6/2/2015,10:14:00 AM,mg/L,0.63,0.3,DHEC
CW-174,6/23/2015,12:32:00 PM,mg/L,0.7,0.3,DHEC
CW-014,4/1/2015,11:41:00 AM,mg/L,0.3,0.3,DHEC
CW-083,4/1/2015,9:50:00 AM,mg/L,1,0.3,DHEC
RS-15248,1/15/2015,9:16:00 AM,mg/L,0.17,0.3,DHEC
RL-15104,10/15/2015,10:35:00 AM,mg/L,0.95,0.3,DHEC
CW-036,6/2/2015,12:11:00 PM,mg/L,13,0.3,DHEC
CW-017,6/3/2015,9:25:00 AM,mg/L,0.21,0.3,DHEC
RL-15023,4/13/2015,10:45:00 AM,mg/L,0.88,0.3,DHEC
RS-15254,12/16/2015,10:59:00 AM,mg/L,0.34,0.3,DHEC
CW-174,8/20/2015,10:45:00 AM,mg/L,1.1,0.3,DHEC
CW-083,12/3/2015,9:41:00 AM,mg/L,0.62,0.3,DHEC
CW-016,5/14/2015,11:30:00 AM,mg/L,1.8,0.3,DHEC
RL-15007,6/18/2015,11:55:00 AM,mg/L,0.87,0.3,DHEC
CW-017,10/7/2015,2:25:00 PM,mg/L,0.25,0.3,DHEC
RS-15248,5/5/2015,9:11:00 AM,mg/L,0.51,0.3,DHEC
CW-033,10/15/2015,10:05:00 AM,mg/L,0.96,0.3,DHEC
CW-017,8/5/2015,2:28:00 PM,mg/L,0.06,0.3,DHEC
CW-072,3/18/2015,1:04:00 PM,mg/L,0.02,0.3,DHEC
RS-15254,7/21/2015,9:55:00 AM,mg/L,0.28,0.3,DHEC
RS-15284,5/7/2015,9:44:00 AM,mg/L,0.32,0.3,DHEC
CW-036,2/24/2015,12:28:00 PM,mg/L,0.46,0.3,DHEC
CW-072,7/23/2015,1:15:00 PM,mg/L,0.024,0.3,DHEC
CW-072,6/18/2015,12:37:00 PM,mg/L,0.031,0.3,DHEC
RL-15104,8/20/2015,10:12:00 AM,mg/L,0.71,0.3,DHEC
CW-036,10/8/2015,11:12:00 AM,mg/L,12,0.3,DHEC
RL-15104,5/27/2015,11:27:00 AM,mg/L,0.39,0.3,DHEC
CW-057,12/9/2015,1:55:00 PM,mg/L,0.53,0.3,DHEC
RL-15104,4/13/2015,1:52:00 PM,mg/L,0.8,0.3,DHEC
CL-089,1/22/2015,10:23:00 AM,mg/L,0.56,0.3,DHEC
CW-016,1/20/2015,10:09:00 AM,mg/L,0.62,0.3,DHEC
CW-033,1/21/2015,11:15:00 AM,mg/L,0.68,0.3,DHEC
CW-014,10/8/2015,12:23:00 PM,mg/L,0.27,0.3,DHEC
RL-15023,10/20/2015,11:19:00 AM,mg/L,1,0.3,DHEC
CW-057,7/14/2015,9:57:00 AM,mg/L,0.72,0.3,DHEC
CW-231,4/16/2015,1:42:00 PM,mg/L,0.79,0.3,DHEC
CW-017,12/2/2015,2:09:00 PM,mg/L,0.2,0.3,DHEC
CW-036,4/1/2015,10:54:00 AM,mg/L,10,0.3,DHEC
CW-207,8/13/2015,11:39:00 AM,mg/L,0.022,0.3,DHEC
CL-089,11/19/2015,10:17:00 AM,mg/L,0.34,0.3,DHEC
CW-174,10/15/2015,10:51:00 AM,mg/L,1.1,0.3,DHEC
RS-15284,3/11/2015,9:36:00 AM,mg/L,0.18,0.3,DHEC
CW-033,10/13/2016,10:45:00 AM,mg/L,1.1,0.3,DHEC
CW-072,2/29/2016,1:20:00 PM,mg/L,0.037,0.3,DHEC
CW-174,12/12/2016,11:21:00 AM,mg/L,1.8,0.3,DHEC
CW-016F,5/12/2016,11:06:00 AM,mg/L,0.76,0.3,DHEC
CW-016F,2/18/2016,3:33:00 PM,mg/L,0.63,0.3,DHEC
CW-174,3/15/2016,10:30:00 AM,mg/L,0.7,0.3,DHEC
CW-019,1/28/2016,9:58:00 AM,mg/L,0.47,0.3,DHEC
RL-16115,10/13/2016,10:21:00 AM,mg/L,1.1,0.3,DHEC
CW-207,9/22/2016,11:31:00 AM,mg/L,0.28,0.3,DHEC
RL-16039,12/7/2016,12:27:00 PM,mg/L,0.85,0.3,DHEC
CW-033,5/17/2016,11:21:00 AM,mg/L,0.71,0.3,DHEC
RL-16039,4/21/2016,11:56:00 AM,mg/L,0.48,0.3,DHEC
CW-033,3/15/2016,10:45:00 AM,mg/L,0.51,0.3,DHEC
CL-089,5/26/2016,10:44:00 AM,mg/L,0.29,0.3,DHEC
CW-016,9/13/2016,10:30:00 AM,mg/L,0.86,0.3,DHEC
CW-083,10/10/2016,9:56:00 AM,mg/L,0.67,0.3,DHEC
CW-033,2/2/2016,10:37:00 AM,mg/L,0.67,0.3,DHEC
RS-16320,12/5/2016,1:21:00 PM,mg/L,1.2,0.3,DHEC
CW-016,12/8/2016,1:20:00 PM,mg/L,1.8,0.3,DHEC
RL-16115,12/12/2016,12:10:00 PM,mg/L,1.5,0.3,DHEC
CW-057,9/13/2016,11:22:00 AM,mg/L,0.68,0.3,DHEC
CW-207,1/28/2016,11:26:00 AM,mg/L,0.52,0.3,DHEC
CL-089,2/29/2016,10:18:00 AM,mg/L,0.61,0.3,DHEC
CW-231,2/29/2016,12:32:00 PM,mg/L,0.59,0.3,DHEC
CW-016F,3/14/2016,11:00:00 AM,mg/L,0.8,0.3,DHEC
CW-236,2/17/2016,2:24:00 PM,mg/L,0.16,0.3,DHEC
RS-16296,9/22/2016,1:25:00 PM,mg/L,0.14,0.3,DHEC
CW-041,2/3/2016,9:24:00 AM,mg/L,1.7,0.3,DHEC
RL-16039,8/30/2016,12:00:00 PM,mg/L,0.16,0.3,DHEC
RL-16039,5/26/2016,12:05:00 PM,mg/L,0.35,0.3,DHEC
RL-16039,11/22/2016,12:15:00 PM,mg/L,0.64,0.3,DHEC
CW-222,10/20/2016,11:13:00 AM,mg/L,0.42,0.3,DHEC
CW-016F,1/12/2016,10:30:00 AM,mg/L,0.47,0.3,DHEC
CW-236,12/8/2016,10:19:00 AM,mg/L,0.085,0.3,DHEC
RS-16336,10/5/2016,11:41:00 AM,mg/L,0.098,0.3,DHEC
CW-231,12/7/2016,1:28:00 PM,mg/L,1.7,0.3,DHEC
CL-089,6/30/2016,10:04:00 AM,mg/L,0.15,0.3,DHEC
CW-033,9/14/2016,12:15:00 PM,mg/L,0.75,0.3,DHEC
RS-16336,1/27/2016,1:05:00 PM,mg/L,0.13,0.3,DHEC
CW-206,1/13/2016,10:16:00 AM,mg/L,0.32,0.3,DHEC
CW-207,4/21/2016,11:39:00 AM,mg/L,0.45,0.3,DHEC
RS-16296,6/30/2016,2:05:00 PM,mg/L,0.16,0.3,DHEC
CW-231,8/30/2016,1:06:00 PM,mg/L,0.8,0.3,DHEC
CW-207,10/25/2016,11:28:00 AM,mg/L,0.38,0.3,DHEC
CW-222,6/28/2016,11:58:00 AM,mg/L,0.36,0.3,DHEC
CW-233,6/9/2016,1:02:00 PM,mg/L,0.21,0.3,DHEC
CW-057,3/14/2016,11:22:00 AM,mg/L,0.8,0.3,DHEC
CW-016F,4/27/2016,10:25:00 AM,mg/L,1.2,0.3,DHEC
CW-033,8/9/2016,9:55:00 AM,mg/L,0.58,0.3,DHEC
CW-016,2/18/2016,3:19:00 PM,mg/L,0.57,0.3,DHEC
CW-207,2/29/2016,11:13:00 AM,mg/L,0.62,0.3,DHEC
CW-207,8/4/2016,1:40:00 PM,mg/L,0.093,0.3,DHEC
RS-16320,2/3/2016,1:10:00 PM,mg/L,0.6,0.3,DHEC
CW-174,6/8/2016,11:30:00 AM,mg/L,0.69,0.3,DHEC
RS-16336,6/2/2016,12:13:00 PM,mg/L,0.14,0.3,DHEC
CW-036,2/3/2016,11:11:00 AM,mg/L,7.4,0.3,DHEC
RL-16115,11/15/2016,10:55:00 AM,mg/L,1.1,0.3,DHEC
CW-057,6/9/2016,10:41:00 AM,mg/L,0.67,0.3,DHEC
RS-16336,7/7/2016,12:23:00 PM,mg/L,0.17,0.3,DHEC
RS-16320,10/10/2016,1:25:00 PM,mg/L,2.3,0.3,DHEC
RS-16320,9/13/2016,1:44:00 PM,mg/L,0.96,0.3,DHEC
RS-16336,11/7/2016,12:26:00 PM,mg/L,0.075,0.3,DHEC
CW-207,12/7/2016,12:07:00 PM,mg/L,0.68,0.3,DHEC
CW-083,2/3/2016,9:52:00 AM,mg/L,0.68,0.3,DHEC
CW-017,8/10/2016,11:25:00 AM,mg/L,0.22,0.3,DHEC
RS-16336,5/4/2016,12:20:00 PM,mg/L,0.18,0.3,DHEC
CW-072,6/30/2016,1:14:00 PM,mg/L,0.046,0.3,DHEC
CL-089,3/24/2016,11:22:00 AM,mg/L,0.39,0.3,DHEC
CW-174,7/21/2016,10:21:00 AM,mg/L,0.87,0.3,DHEC
CW-206,11/30/2016,10:16:00 AM,mg/L,0.26,0.3,DHEC
CW-233,10/18/2016,9:50:00 AM,mg/L,0.25,0.3,DHEC
RL-16039,1/28/2016,11:39:00 AM,mg/L,0.38,0.3,DHEC
CL-089,10/25/2016,10:36:00 AM,mg/L,0.48,0.3,DHEC
CW-014,4/5/2016,12:40:00 PM,mg/L,0.32,0.3,DHEC
CW-206,3/10/2016,10:53:00 AM,mg/L,0.37,0.3,DHEC
CW-222,4/14/2016,11:17:00 AM,mg/L,0.46,0.3,DHEC
CW-017,6/9/2016,2:13:00 PM,mg/L,0.21,0.3,DHEC
CW-016,7/13/2016,11:10:00 AM,mg/L,1.8,0.3,DHEC
RS-16320,7/13/2016,2:22:00 PM,mg/L,1.3,0.3,DHEC
CL-089,1/28/2016,10:30:00 AM,mg/L,0.53,0.3,DHEC
CW-083,4/5/2016,10:50:00 AM,mg/L,0.99,0.3,DHEC
RS-16320,5/12/2016,3:14:00 PM,mg/L,0.66,0.3,DHEC
CW-036,6/6/2016,11:00:00 AM,mg/L,2.9,0.3,DHEC
CW-016,3/14/2016,10:45:00 AM,mg/L,1.7,0.3,DHEC
CW-016,11/9/2016,11:05:00 AM,mg/L,1.6,0.3,DHEC
RS-16336,12/6/2016,12:07:00 PM,mg/L,0.036,0.3,DHEC
CW-041,12/5/2016,9:55:00 AM,mg/L,1.5,0.3,DHEC
CW-174,5/17/2016,11:07:00 AM,mg/L,0.96,0.3,DHEC
CW-016F,9/13/2016,10:52:00 AM,mg/L,1.2,0.3,DHEC
CW-072,1/28/2016,12:26:00 PM,mg/L,0.068,0.3,DHEC
CW-017,10/18/2016,9:16:00 AM,mg/L,0.2,0.3,DHEC
RS-16336,4/4/2016,12:10:00 PM,mg/L,0.12,0.3,DHEC
RS-16320,11/9/2016,2:39:00 PM,mg/L,0.54,0.3,DHEC
CW-174,8/9/2016,10:21:00 AM,mg/L,1,0.3,DHEC
CW-207,3/24/2016,11:45:00 AM,mg/L,0.48,0.3,DHEC
CW-016,4/27/2016,10:05:00 AM,mg/L,1.3,0.3,DHEC
CW-036,8/24/2016,10:11:00 AM,mg/L,16,0.3,DHEC
RL-16115,6/8/2016,11:15:00 AM,mg/L,0.36,0.3,DHEC
CW-236,8/10/2016,12:40:00 PM,mg/L,0.36,0.3,DHEC
RS-16320,4/5/2016,1:42:00 PM,mg/L,0.57,0.3,DHEC
CW-033,11/15/2016,11:20:00 AM,mg/L,1.2,0.3,DHEC
CW-016F,8/10/2016,10:06:00 AM,mg/L,1.1,0.3,DHEC
RS-16336,9/7/2016,12:40:00 PM,mg/L,0.086,0.3,DHEC
CW-174,9/14/2016,12:35:00 PM,mg/L,0.76,0.3,DHEC
CW-033,1/13/2016,11:05:00 AM,mg/L,0.51,0.3,DHEC
CW-014,2/3/2016,12:11:00 PM,mg/L,0.42,0.3,DHEC
RL-16115,1/13/2016,11:20:00 AM,mg/L,0.52,0.3,DHEC
RL-16118,7/21/2016,1:52:00 PM,mg/L,0.82,0.3,DHEC
RS-16296,2/29/2016,2:20:00 PM,mg/L,0.067,0.3,DHEC
RS-16296,1/28/2016,1:27:00 PM,mg/L,0.071,0.3,DHEC
CW-019,5/26/2016,10:12:00 AM,mg/L,0.46,0.3,DHEC
CW-174,2/2/2016,10:22:00 AM,mg/L,0.68,0.3,DHEC
CW-016F,12/8/2016,1:40:00 PM,mg/L,1.4,0.3,DHEC
CW-231,6/30/2016,12:20:00 PM,mg/L,0.69,0.3,DHEC
CW-033,12/12/2016,11:41:00 AM,mg/L,1.6,0.3,DHEC
CW-057,10/17/2016,2:12:00 PM,mg/L,1.1,0.3,DHEC
CL-089,8/30/2016,10:49:00 AM,mg/L,0.14,0.3,DHEC
CW-207,5/26/2016,11:41:00 AM,mg/L,0.48,0.3,DHEC
CW-207,11/22/2016,11:59:00 AM,mg/L,0.48,0.3,DHEC
CW-014,8/24/2016,11:12:00 AM,mg/L,0.19,0.3,DHEC
CL-089,9/22/2016,10:38:00 AM,mg/L,0.13,0.3,DHEC
CW-033,4/21/2016,2:19:00 PM,mg/L,0.8,0.3,DHEC
RL-16039,10/25/2016,11:45:00 AM,mg/L,0.4,0.3,DHEC
CW-174,10/13/2016,11:06:00 AM,mg/L,1.1,0.3,DHEC
RS-16320,8/24/2016,1:20:00 PM,mg/L,0.28,0.3,DHEC
CL-089,12/7/2016,10:51:00 AM,mg/L,0.43,0.3,DHEC
CW-016F,7/13/2016,11:29:00 AM,mg/L,0.84,0.3,DHEC
CW-033,6/8/2016,10:55:00 AM,mg/L,0.62,0.3,DHEC
RL-16115,7/21/2016,11:07:00 AM,mg/L,0.45,0.3,DHEC
CW-174,11/15/2016,11:35:00 AM,mg/L,1.4,0.3,DHEC
CW-057,12/8/2016,1:59:00 PM,mg/L,1.8,0.3,DHEC
CW-016,1/12/2016,10:15:00 AM,mg/L,0.48,0.3,DHEC
CW-222,8/23/2016,11:30:00 AM,mg/L,0.15,0.3,DHEC
RL-16039,9/22/2016,11:44:00 AM,mg/L,0.11,0.3,DHEC
CW-057,8/10/2016,9:25:00 AM,mg/L,0.96,0.3,DHEC
CW-236,6/9/2016,1:33:00 PM,mg/L,0.41,0.3,DHEC
CW-083,12/5/2016,10:20:00 AM,mg/L,0.53,0.3,DHEC
CW-207,8/30/2016,11:47:00 AM,mg/L,0.21,0.3,DHEC
CW-033,7/21/2016,10:52:00 AM,mg/L,0.45,0.3,DHEC
RL-16039,8/4/2016,1:55:00 PM,mg/L,0.14,0.3,DHEC
CW-036,10/10/2016,11:42:00 AM,mg/L,3.3,0.3,DHEC
CW-174,4/21/2016,1:45:00 PM,mg/L,0.89,0.3,DHEC
CW-206,8/9/2016,10:20:00 AM,mg/L,0.25,0.3,DHEC
RS-16296,3/24/2016,2:43:00 PM,mg/L,0.35,0.3,DHEC
CW-231,4/21/2016,1:14:00 PM,mg/L,0.83,0.3,DHEC
CW-072,8/4/2016,11:09:00 AM,mg/L,0.096,0.3,DHEC
RL-16115,3/15/2016,11:06:00 AM,mg/L,0.43,0.3,DHEC
CW-083,6/6/2016,1:22:00 PM,mg/L,1.2,0.3,DHEC
CW-016,10/17/2016,1:45:00 PM,mg/L,1.5,0.3,DHEC
CW-057,11/9/2016,11:36:00 AM,mg/L,1.3,0.3,DHEC
CW-014,12/5/2016,11:56:00 AM,mg/L,0.14,0.3,DHEC
CW-236,4/27/2016,2:18:00 PM,mg/L,0.22,0.3,DHEC
RS-16320,3/10/2016,10:12:00 AM,mg/L,0.47,0.3,DHEC
CW-057,1/12/2016,10:51:00 AM,mg/L,0.5,0.3,DHEC
CW-014,10/10/2016,12:25:00 PM,mg/L,0.12,0.3,DHEC
CL-089,11/22/2016,11:01:00 AM,mg/L,0.39,0.3,DHEC
CW-016,6/9/2016,10:07:00 AM,mg/L,1.2,0.3,DHEC
CW-057,4/27/2016,10:44:00 AM,mg/L,0.96,0.3,DHEC
CW-014,6/6/2016,10:30:00 AM,mg/L,0.29,0.3,DHEC
CW-017,2/17/2016,2:40:00 PM,mg/L,0.27,0.3,DHEC
RL-16115,2/2/2016,10:45:00 AM,mg/L,0.58,0.3,DHEC
CW-019,9/22/2016,9:52:00 AM,mg/L,0.2,0.3,DHEC
CW-019,11/22/2016,10:28:00 AM,mg/L,0.36,0.3,DHEC
CW-041,6/6/2016,1:57:00 PM,mg/L,1.3,0.3,DHEC
CW-072,5/26/2016,12:44:00 PM,mg/L,0.059,0.3,DHEC
RS-16296,10/25/2016,2:06:00 PM,mg/L,0.028,0.3,DHEC
RS-16296,4/21/2016,2:57:00 PM,mg/L,0.089,0.3,DHEC
RL-16039,3/24/2016,12:03:00 PM,mg/L,0.52,0.3,DHEC
CW-252,8/4/2016,10:40:00 AM,mg/L,0.099,0.3,DHEC
CW-057,2/18/2016,3:59:00 PM,mg/L,0.66,0.3,DHEC
CW-174,1/13/2016,10:59:00 AM,mg/L,0.54,0.3,DHEC
RS-16296,5/26/2016,1:46:00 PM,mg/L,0.11,0.3,DHEC
CW-222,2/11/2016,11:44:00 AM,mg/L,0.55,0.3,DHEC
CW-206,9/15/2016,10:29:00 AM,mg/L,0.29,0.3,DHEC
CW-057,7/13/2016,11:42:00 AM,mg/L,0.58,0.3,DHEC
RL-16115,5/17/2016,11:39:00 AM,mg/L,0.54,0.3,DHEC
CW-233,4/27/2016,2:41:00 PM,mg/L,0.49,0.3,DHEC
CW-233,8/10/2016,12:11:00 PM,mg/L,0.07,0.3,DHEC
CW-222,12/14/2016,11:43:00 AM,mg/L,0.36,0.3,DHEC
CW-057,5/12/2016,11:30:00 AM,mg/L,0.66,0.3,DHEC
CW-017,4/27/2016,12:15:00 PM,mg/L,0.14,0.3,DHEC
RL-16115,9/14/2016,11:59:00 AM,mg/L,0.69,0.3,DHEC
CW-019,3/24/2016,10:27:00 AM,mg/L,0.29,0.3,DHEC
CW-016F,10/31/2016,2:50:00 PM,mg/L,1.2,0.3,DHEC
RS-16336,2/1/2016,12:40:00 PM,mg/L,0.15,0.3,DHEC
CW-036,4/5/2016,12:09:00 PM,mg/L,10,0.3,DHEC
CW-233,12/8/2016,9:59:00 AM,mg/L,0.77,0.3,DHEC
RL-16039,2/29/2016,11:27:00 AM,mg/L,0.56,0.3,DHEC
CW-016,5/12/2016,10:35:00 AM,mg/L,1.4,0.3,DHEC
CW-036,12/5/2016,11:20:00 AM,mg/L,6.4,0.3,DHEC
RS-16320,6/6/2016,9:27:00 AM,mg/L,0.36,0.3,DHEC
CW-016F,11/9/2016,11:20:00 AM,mg/L,1.6,0.3,DHEC
CW-231,10/25/2016,12:38:00 PM,mg/L,1.2,0.3,DHEC
CW-016,8/10/2016,9:55:00 AM,mg/L,0.92,0.3,DHEC
CW-207,6/30/2016,11:05:00 AM,mg/L,0.19,0.3,DHEC
RS-16336,3/9/2016,12:11:00 PM,mg/L,0.1,0.3,DHEC
CW-206,5/24/2016,10:29:00 AM,mg/L,0.5,0.3,DHEC
RL-16039,6/30/2016,11:23:00 AM,mg/L,0.2,0.3,DHEC
CL-089,4/21/2016,10:43:00 AM,mg/L,0.56,0.3,DHEC
CW-083,8/24/2016,9:00:00 AM,mg/L,1.7,0.3,DHEC
RL-16115,4/21/2016,2:04:00 PM,mg/L,0.65,0.3,DHEC
CL-089,8/4/2016,12:45:00 PM,mg/L,0.041,0.3,DHEC
RL-16115,8/9/2016,9:38:00 AM,mg/L,0.43,0.3,DHEC
RS-17384,5/31/2017,12:24:00 PM,mg/L,0.047,0.3,DHEC
RL-17055,7/27/2017,12:25:00 PM,mg/L,0.02,0.3,DHEC
CW-174,9/26/2017,10:56:00 AM,mg/L,0.71,0.3,DHEC
RS-17384,11/20/2017,10:52:00 AM,mg/L,0.065,0.3,DHEC
CL-089,3/29/2017,11:33:00 AM,mg/L,0.59,0.3,DHEC
CW-057,11/21/2017,1:42:00 PM,mg/L,0.64,0.3,DHEC
CW-016,12/11/2017,2:30:00 PM,mg/L,0.95,0.3,DHEC
CW-207,3/29/2017,12:30:00 PM,mg/L,0.77,0.3,DHEC
CW-233,1/24/2017,11:09:00 AM,mg/L,0.31,0.3,DHEC
CW-207,10/25/2017,12:07:00 PM,mg/L,0.24,0.3,DHEC
CW-017,3/8/2017,12:59:00 PM,mg/L,0.046,0.3,DHEC
CW-207,1/30/2017,12:25:00 PM,mg/L,1,0.3,DHEC
CW-231,8/23/2017,9:52:00 AM,mg/L,0.73,0.3,DHEC
RL-17055,10/25/2017,12:16:00 PM,mg/L,0.29,0.3,DHEC
